"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FSMMA_genomic","SM2011_genomic"
"group_1215","","hypothetical protein","1","1","1","1","2210","396","10","","401","401","401","JPHAALHC_05076",""
"group_1216","","hypothetical protein","1","1","1","1","2209","396","9","","626","626","626","JPHAALHC_05077",""
"group_1217","","hypothetical protein","1","1","1","1","2208","396","8","","383","383","383","JPHAALHC_05078",""
"group_1218","","hypothetical protein","1","1","1","1","2207","396","7","","182","182","182","JPHAALHC_05079",""
"group_1219","","hypothetical protein","1","1","1","1","2202","201","1","","179","179","179","JPHAALHC_05082",""
"group_1220","","hypothetical protein","1","1","1","1","2198","41","1","","245","245","245","JPHAALHC_05085",""
"group_1221","","hypothetical protein","1","1","1","1","1748","377","7","","104","104","104","JPHAALHC_05087",""
"group_1222","","hypothetical protein","1","1","1","1","1747","377","6","","116","116","116","JPHAALHC_05088",""
"group_1223","","hypothetical protein","1","1","1","1","1746","377","5","","479","479","479","JPHAALHC_05089",""
"group_1224","","hypothetical protein","1","1","1","1","1745","377","4","","227","227","227","JPHAALHC_05090",""
"group_1225","","hypothetical protein","1","1","1","1","1749","377","3","","185","185","185","JPHAALHC_05091",""
"group_1226","","hypothetical protein","1","1","1","1","1750","377","2","","245","245","245","JPHAALHC_05092",""
"group_1227","","hypothetical protein","1","1","1","1","1751","377","1","","239","239","239","JPHAALHC_05093",""
"group_1228","","hypothetical protein","1","1","1","1","1752","167","1","","539","539","539","JPHAALHC_05107",""
"group_1229","","hypothetical protein","1","1","1","1","2166","162","1","","299","299","299","JPHAALHC_05113",""
"group_1230","","hypothetical protein","1","1","1","1","2162","280","1","","236","236","236","JPHAALHC_05116",""
"group_1231","","hypothetical protein","1","1","1","1","2161","280","2","","968","968","968","JPHAALHC_05117",""
"group_1232","","hypothetical protein","1","1","1","1","2156","214","1","","410","410","410","JPHAALHC_05119",""
"group_1233","cheB_3","Chemotaxis response regulator protein-glutamate methylesterase","1","1","1","1","1754","220","1","","1061","1061","1061","JPHAALHC_05121",""
"group_1234","","hypothetical protein","1","1","1","1","1753","374","6","","236","236","236","JPHAALHC_05123",""
"group_1235","","hypothetical protein","1","1","1","1","1755","374","5","","563","563","563","JPHAALHC_05124",""
"group_1236","","Glucose 1-dehydrogenase","1","1","1","1","1756","374","4","","899","899","899","JPHAALHC_05125",""
"group_1237","","hypothetical protein","1","1","1","1","1757","374","3","","272","272","272","JPHAALHC_05126",""
"cypC","","Fatty-acid peroxygenase","1","1","1","1","1758","374","2","","1280","1280","1280","JPHAALHC_05127",""
"group_1239","","hypothetical protein","1","1","1","1","1759","374","1","","614","614","614","JPHAALHC_05128",""
"group_1240","","hypothetical protein","1","1","1","1","1859","237","1","","131","131","131","JPHAALHC_05421",""
"group_1241","","hypothetical protein","1","1","1","1","1766","173","1","","425","425","425","JPHAALHC_05507",""
"group_1242","","hypothetical protein","1","1","1","1","462","100","1","","377","377","377","JPHAALHC_05533",""
"group_1243","","hypothetical protein","1","1","1","1","489","224","1","","200","200","200","JPHAALHC_05559",""
"group_1244","","hypothetical protein","1","1","1","1","498","5","1","","125","125","125","JPHAALHC_05567",""
"group_1245","","hypothetical protein","1","1","1","1","506","346","1","","374","374","374","JPHAALHC_05575",""
"dctM_7","","C4-dicarboxylate TRAP transporter large permease protein DctM","1","1","1","1","508","346","3","","2114","2114","2114","JPHAALHC_05576",""
"group_1247","","hypothetical protein","1","1","1","1","509","346","2","","956","956","956","JPHAALHC_05577",""
"group_1248","","hypothetical protein","1","1","1","1","526","93","1","","587","587","587","JPHAALHC_05594",""
"group_1249","","hypothetical protein","1","1","1","1","442","211","1","","248","248","248","JPHAALHC_05603",""
"group_1250","","hypothetical protein","1","1","1","1","578","45","1","","89","89","89","JPHAALHC_05645",""
"group_1251","","hypothetical protein","1","1","1","1","599","44","1","","308","308","308","JPHAALHC_05664",""
"group_1252","cyaA_13","Adenylate cyclase 1","1","1","1","1","619","331","1","","3203","3203","3203","JPHAALHC_05678",""
"group_1253","","hypothetical protein","1","1","1","1","620","331","2","","563","563","563","JPHAALHC_05679",""
"group_1254","","hypothetical protein","1","1","1","1","621","331","3","","2051","2051","2051","JPHAALHC_05680",""
"group_1255","","hypothetical protein","1","1","1","1","670","102","1","","3572","3572","3572","JPHAALHC_05725",""
"group_1256","kduD_3","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","1","1","1","1","739","56","1","","299","299","299","JPHAALHC_05793",""
"dapA_5","","4-hydroxy-tetrahydrodipicolinate synthase","1","1","1","1","2711","38","1","","902","902","902","JPHAALHC_05855",""
"group_1258","","hypothetical protein","1","1","1","1","2757","353","1","","248","248","248","JPHAALHC_05860",""
"parD1_3","","Antitoxin ParD1","1","1","1","1","2756","353","2","","140","140","140","JPHAALHC_05861",""
"parE1_2","","Toxin ParE1","1","1","1","1","2755","353","3","","296","296","296","JPHAALHC_05862",""
"group_1261","","hypothetical protein","1","1","1","1","2754","353","4","","395","395","395","JPHAALHC_05863",""
"group_1262","","hypothetical protein","1","1","1","1","2710","235","1","","161","161","161","JPHAALHC_05871",""
"group_1263","","hypothetical protein","1","1","1","1","2786","67","1","","89","89","89","JPHAALHC_05890",""
"group_1264","","hypothetical protein","1","1","1","1","2795","231","1","","338","338","338","JPHAALHC_05899",""
"group_1265","","hypothetical protein","1","1","1","1","2707","194","1","","314","314","314","JPHAALHC_05922",""
"group_1266","","hypothetical protein","1","1","1","1","2861","77","1","","233","233","233","JPHAALHC_05965",""
"group_1267","","hypothetical protein","1","1","1","1","2705","308","2","","275","275","275","JPHAALHC_05967",""
"group_1268","","hypothetical protein","1","1","1","1","2704","308","1","","380","380","380","JPHAALHC_05968",""
"group_1269","","putative signaling protein","1","1","1","1","2470","157","1","","2150","2150","2150","JPHAALHC_05976",""
"group_1270","","hypothetical protein","1","1","1","1","2471","264","2","","401","401","401","JPHAALHC_05993",""
"cusB","","Cation efflux system protein CusB","1","1","1","1","2472","264","1","","1406","1406","1406","JPHAALHC_05994",""
"group_1272","","hypothetical protein","1","1","1","1","2473","202","1","","566","566","566","JPHAALHC_06011",""
"group_1273","","hypothetical protein","1","1","1","1","2475","129","1","","221","221","221","JPHAALHC_06037",""
"group_1274","sbmA","Peptide antibiotic transporter SbmA","1","1","1","1","2632","23","1","","1292","1292","1292","JPHAALHC_06043",""
"doc","","Toxin Doc","1","1","1","1","2595","241","1","","425","425","425","JPHAALHC_06078",""
"group_1276","","hypothetical protein","1","1","1","1","2568","26","1","","623","623","623","JPHAALHC_06105",""
"pdtaR_5","","putative transcriptional regulatory protein pdtaR","1","1","1","1","2476","79","1","","383","383","383","JPHAALHC_06107",""
"group_1278","","hypothetical protein","1","1","1","1","2559","83","1","","500","500","500","JPHAALHC_06114",""
"dppA_10","","Periplasmic dipeptide transport protein","1","1","1","1","1280","200","1","","812","812","812","JPHAALHC_06274",""
"group_1280","","hypothetical protein","1","1","1","1","1408","299","2","","209","209","209","JPHAALHC_06320",""
"group_1281","","hypothetical protein","1","1","1","1","1457","","","","233","233","233","JPHAALHC_06370",""
"group_1282","cmk_2","Cytidylate kinase","1","1","1","1","6868","97","1","","368","368","368","","PPGGGBPO_00180"
"group_1283","","hypothetical protein","1","1","1","1","803","258","1","","296","296","296","","PPGGGBPO_00272"
"mpr","","Extracellular metalloprotease","1","1","1","1","1070","414","1","","1919","1919","1919","","PPGGGBPO_00548"
"group_1285","","hypothetical protein","1","1","1","1","1071","414","2","","926","926","926","","PPGGGBPO_00549"
"group_1286","","Anaerobic sulfatase-maturating enzyme","1","1","1","1","1072","414","3","","1295","1295","1295","","PPGGGBPO_00550"
"group_1287","","hypothetical protein","1","1","1","1","1073","414","35","","1277","1277","1277","","PPGGGBPO_00551"
"group_1288","","hypothetical protein","1","1","1","1","1074","414","34","","1589","1589","1589","","PPGGGBPO_00552"
"vsr","","Very short patch repair protein","1","1","1","1","1075","414","33","","437","437","437","","PPGGGBPO_00553"
"bspRIM","","Modification methylase BspRI","1","1","1","1","1076","414","32","","1217","1217","1217","","PPGGGBPO_00554"
"group_1291","","hypothetical protein","1","1","1","1","1077","414","31","","2990","2990","2990","","PPGGGBPO_00555"
"srmB","","ATP-dependent RNA helicase SrmB","1","1","1","1","1078","414","30","","5498","5498","5498","","PPGGGBPO_00556"
"group_1293","","hypothetical protein","1","1","1","1","1079","414","29","","1958","1958","1958","","PPGGGBPO_00557"
"group_1294","","hypothetical protein","1","1","1","1","1080","414","28","","131","131","131","","PPGGGBPO_00558"
"group_1295","","hypothetical protein","1","1","1","1","1081","414","27","","407","407","407","","PPGGGBPO_00559"
"group_1296","","hypothetical protein","1","1","1","1","1082","414","26","","344","344","344","","PPGGGBPO_00560"
"group_1297","","hypothetical protein","1","1","1","1","1083","414","25","","1613","1613","1613","","PPGGGBPO_00561"
"group_1298","","hypothetical protein","1","1","1","1","1084","414","24","","440","440","440","","PPGGGBPO_00562"
"group_1299","","hypothetical protein","1","1","1","1","1091","414","17","","692","692","692","","PPGGGBPO_00569"
"group_13","","hypothetical protein","1","1","1","1","3539","332","3","","533","533","533","JPHAALHC_03060",""
"group_1300","","hypothetical protein","1","1","1","1","1092","414","16","","716","716","716","","PPGGGBPO_00570"
"group_1301","","hypothetical protein","1","1","1","1","1093","414","15","","134","134","134","","PPGGGBPO_00571"
"group_1302","","hypothetical protein","1","1","1","1","1094","414","14","","401","401","401","","PPGGGBPO_00572"
"group_1303","","hypothetical protein","1","1","1","1","1095","414","13","","182","182","182","","PPGGGBPO_00573"
"group_1304","","hypothetical protein","1","1","1","1","1096","414","12","","2504","2504","2504","","PPGGGBPO_00574"
"group_1305","","hypothetical protein","1","1","1","1","1097","414","11","","1445","1445","1445","","PPGGGBPO_00575"
"group_1306","","hypothetical protein","1","1","1","1","1098","414","10","","761","761","761","","PPGGGBPO_00576"
"group_1307","","hypothetical protein","1","1","1","1","1100","414","8","","1472","1472","1472","","PPGGGBPO_00578"
"group_1308","","Insertion sequence putative ATP-binding protein","1","1","1","1","1101","414","7","","743","743","743","","PPGGGBPO_00579"
"group_1309","","hypothetical protein","1","1","1","1","1102","414","6","","740","740","740","","PPGGGBPO_00580"
"group_1310","","hypothetical protein","1","1","1","1","1103","414","5","","356","356","356","","PPGGGBPO_00581"
"group_1311","","hypothetical protein","1","1","1","1","1104","414","4","","458","458","458","","PPGGGBPO_00582"
"group_1312","","hypothetical protein","1","1","1","1","6693","411","1","","278","278","278","","PPGGGBPO_00584"
"group_1313","","hypothetical protein","1","1","1","1","6694","411","2","","581","581","581","","PPGGGBPO_00585"
"group_1314","","hypothetical protein","1","1","1","1","6695","411","3","","470","470","470","","PPGGGBPO_00586"
"group_1315","","hypothetical protein","1","1","1","1","6696","411","4","","143","143","143","","PPGGGBPO_00587"
"gsiD_1","","Glutathione transport system permease protein GsiD","1","1","1","1","6697","411","5","","842","842","842","","PPGGGBPO_00588"
"group_1317","gsiC_1","Glutathione transport system permease protein GsiC","1","1","1","1","6698","411","6","","944","944","944","","PPGGGBPO_00589"
"group_1318","gsiB_1","Glutathione-binding protein GsiB","1","1","1","1","6699","411","7","","1598","1598","1598","","PPGGGBPO_00590"
"gsiA_2","","Glutathione import ATP-binding protein GsiA","1","1","1","1","6700","411","8","","1877","1877","1877","","PPGGGBPO_00591"
"group_1320","","hypothetical protein","1","1","1","1","6701","411","9","","1031","1031","1031","","PPGGGBPO_00592"
"group_1321","","hypothetical protein","1","1","1","1","6702","411","10","","179","179","179","","PPGGGBPO_00593"
"dadA1_1","","D-amino acid dehydrogenase 1","1","1","1","1","6703","411","11","","1289","1289","1289","","PPGGGBPO_00594"
"group_1323","","hypothetical protein","1","1","1","1","6704","411","12","","1010","1010","1010","","PPGGGBPO_00595"
"group_1324","","hypothetical protein","1","1","1","1","6705","411","13","","749","749","749","","PPGGGBPO_00596"
"group_1325","","hypothetical protein","1","1","1","1","6706","411","14","","257","257","257","","PPGGGBPO_00597"
"dapAL","","putative DapA-like lyase","1","1","1","1","6708","411","16","","908","908","908","","PPGGGBPO_00599"
"gntR_1","","putative D-xylose utilization operon transcriptional repressor","1","1","1","1","6709","411","17","","692","692","692","","PPGGGBPO_00600"
"group_1328","","hypothetical protein","1","1","1","1","6711","411","19","","341","341","341","","PPGGGBPO_00602"
"group_1329","","hypothetical protein","1","1","1","1","6712","411","20","","884","884","884","","PPGGGBPO_00603"
"group_1330","","hypothetical protein","1","1","1","1","6713","411","21","","449","449","449","","PPGGGBPO_00604"
"group_1331","","hypothetical protein","1","1","1","1","6714","411","22","","203","203","203","","PPGGGBPO_00605"
"group_1332","","hypothetical protein","1","1","1","1","6715","411","23","","830","830","830","","PPGGGBPO_00606"
"xerD_1","","Tyrosine recombinase XerD","1","1","1","1","6716","411","24","","719","719","719","","PPGGGBPO_00607"
"group_1334","","hypothetical protein","1","1","1","1","6717","411","26","","176","176","176","","PPGGGBPO_00608"
"intA_1","","Prophage CP4-57 integrase","1","1","1","1","6718","411","25","","1229","1229","1229","","PPGGGBPO_00609"
"group_1336","","hypothetical protein","1","1","1","1","6811","33","1","","263","263","263","","PPGGGBPO_00701"
"group_1337","","hypothetical protein","1","1","1","1","5","290","1","","542","542","542","","PPGGGBPO_00899"
"group_1338","","hypothetical protein","1","1","1","1","4510","212","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","449","449","449","","PPGGGBPO_01183"
"group_1339","rbsC_4","Ribose import permease protein RbsC","1","1","1","1","4520","406","16","","1049","1049","1049","","PPGGGBPO_01193"
"cbl","","HTH-type transcriptional regulator cbl","1","1","1","1","4521","406","17","","905","905","905","","PPGGGBPO_01194"
"group_1341","gsiC_5","Glutathione transport system permease protein GsiC","1","1","1","1","4522","406","18","","917","917","917","","PPGGGBPO_01195"
"gsiD_3","","Glutathione transport system permease protein GsiD","1","1","1","1","4523","406","19","","818","818","818","","PPGGGBPO_01196"
"group_1343","gsiA_4","Glutathione import ATP-binding protein GsiA","1","1","1","1","4524","406","20","","1628","1628","1628","","PPGGGBPO_01197"
"group_1344","","hypothetical protein","1","1","1","1","4525","406","21","","863","863","863","","PPGGGBPO_01198"
"dppE","","Dipeptide-binding protein DppE","1","1","1","1","4526","406","15","","1544","1544","1544","","PPGGGBPO_01199"
"abgB","","p-aminobenzoyl-glutamate hydrolase subunit B","1","1","1","1","4527","406","14","","1460","1460","1460","","PPGGGBPO_01200"
"group_1347","","hypothetical protein","1","1","1","1","4528","406","13","","275","275","275","","PPGGGBPO_01201"
"group_1348","ascG","HTH-type transcriptional regulator AscG","1","1","1","1","4529","406","12","","992","992","992","","PPGGGBPO_01202"
"group_1349","","hypothetical protein","1","1","1","1","4530","406","11","","1034","1034","1034","","PPGGGBPO_01203"
"mglA_3","","Galactose/methyl galactoside import ATP-binding protein MglA","1","1","1","1","4531","406","10","","758","758","758","","PPGGGBPO_01204"
"group_1351","rbsC_5","Ribose import permease protein RbsC","1","1","1","1","4532","406","9","","1004","1004","1004","","PPGGGBPO_01205"
"group_1352","","hypothetical protein","1","1","1","1","4533","406","8","","863","863","863","","PPGGGBPO_01206"
"group_1353","","hypothetical protein","1","1","1","1","4534","406","7","","998","998","998","","PPGGGBPO_01207"
"group_1354","thcD","Rhodocoxin reductase","1","1","1","1","4535","406","6","","1241","1241","1241","","PPGGGBPO_01208"
"ndoA_1","","Naphthalene 1,2-dioxygenase system ferredoxin subunit","1","1","1","1","4536","406","5","","329","329","329","","PPGGGBPO_01209"
"group_1356","","D-xylulose reductase","1","1","1","1","4537","406","4","","1040","1040","1040","","PPGGGBPO_01210"
"group_1357","fabG_3","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","4538","406","3","","725","725","725","","PPGGGBPO_01211"
"andAa_1","","Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component","1","1","1","1","4539","406","2","","1229","1229","1229","","PPGGGBPO_01212"
"group_1359","","hypothetical protein","1","1","1","1","4540","406","1","","398","398","398","","PPGGGBPO_01213"
"group_1360","","hypothetical protein","1","1","1","1","4454","337","1","","611","611","611","","PPGGGBPO_01246"
"group_1361","","hypothetical protein","1","1","1","1","4681","306","1","","1151","1151","1151","","PPGGGBPO_01356"
"group_1362","","hypothetical protein","1","1","1","1","4682","306","2","","260","260","260","","PPGGGBPO_01357"
"group_1363","","hypothetical protein","1","1","1","1","4995","72","1","","821","821","821","","PPGGGBPO_01673"
"group_1364","gltR_4","HTH-type transcriptional regulator GltR","1","1","1","1","5103","185","1","","848","848","848","","PPGGGBPO_01781"
"group_1365","","hypothetical protein","1","1","1","1","5283","89","1","","1514","1514","1514","","PPGGGBPO_01961"
"group_1366","","hypothetical protein","1","1","1","1","4344","247","1","","914","914","914","","PPGGGBPO_02537"
"group_1367","","hypothetical protein","1","1","1","1","4251","54","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","512","512","512","","PPGGGBPO_02629"
"group_1368","","hypothetical protein","1","1","1","1","4123","311","1","","98","98","98","","PPGGGBPO_02760"
"group_1369","","hypothetical protein","1","1","1","1","4122","311","2","","158","158","158","","PPGGGBPO_02761"
"group_1370","","hypothetical protein","1","1","1","1","4097","262","1","","197","197","197","","PPGGGBPO_02785"
"group_1371","","hypothetical protein","1","1","1","1","4089","115","1","","104","104","104","","PPGGGBPO_02793"
"group_1372","","hypothetical protein","1","1","1","1","3951","147","1","","377","377","377","","PPGGGBPO_02931"
"group_1373","","hypothetical protein","1","1","1","1","3660","404","13","","1541","1541","1541","","PPGGGBPO_03214"
"group_1374","","putative type I restriction enzymeP M protein","1","1","1","1","3661","404","12","","1580","1580","1580","","PPGGGBPO_03215"
"group_1375","","hypothetical protein","1","1","1","1","3662","404","11","","1274","1274","1274","","PPGGGBPO_03216"
"hsdR","","Type I restriction enzyme EcoR124II R protein","1","1","1","1","3663","404","10","","3197","3197","3197","","PPGGGBPO_03217"
"group_1377","","hypothetical protein","1","1","1","1","3666","404","7","","260","260","260","","PPGGGBPO_03220"
"hin","","DNA-invertase hin","1","1","1","1","3667","404","6","","554","554","554","","PPGGGBPO_03221"
"group_1379","","hypothetical protein","1","1","1","1","3668","404","5","","248","248","248","","PPGGGBPO_03222"
"group_1380","","hypothetical protein","1","1","1","1","3669","404","4","","644","644","644","","PPGGGBPO_03223"
"rnhA_2","","Ribonuclease HI","1","1","1","1","3670","404","3","","509","509","509","","PPGGGBPO_03224"
"group_1382","","hypothetical protein","1","1","1","1","3671","404","2","","641","641","641","","PPGGGBPO_03225"
"group_1383","","hypothetical protein","1","1","1","1","3672","404","1","","482","482","482","","PPGGGBPO_03226"
"ybaQ_2","","putative HTH-type transcriptional regulator YbaQ","1","1","1","1","3532","395","3","","332","332","332","","PPGGGBPO_03312"
"rapA","","RNA polymerase-associated protein RapA","1","1","1","1","3531","395","4","","3512","3512","3512","","PPGGGBPO_03313"
"recF_3","","DNA replication and repair protein RecF","1","1","1","1","3530","395","5","","1331","1331","1331","","PPGGGBPO_03314"
"group_1387","","hypothetical protein","1","1","1","1","3529","395","6","","647","647","647","","PPGGGBPO_03315"
"group_1388","","hypothetical protein","1","1","1","1","3528","395","7","","2900","2900","2900","","PPGGGBPO_03316"
"group_1389","","hypothetical protein","1","1","1","1","3527","395","8","","2828","2828","2828","","PPGGGBPO_03317"
"group_1390","","hypothetical protein","1","1","1","1","3526","395","9","","1139","1139","1139","","PPGGGBPO_03318"
"group_1391","","hypothetical protein","1","1","1","1","3533","395","10","","494","494","494","","PPGGGBPO_03319"
"group_1392","","hypothetical protein","1","1","1","1","3534","395","11","","563","563","563","","PPGGGBPO_03320"
"group_1393","","hypothetical protein","1","1","1","1","3535","395","12","","254","254","254","","PPGGGBPO_03321"
"group_1394","","hypothetical protein","1","1","1","1","3536","395","13","","497","497","497","","PPGGGBPO_03322"
"group_1395","","hypothetical protein","1","1","1","1","3537","395","2","","842","842","842","","PPGGGBPO_03323"
"intA_2","","Prophage CP4-57 integrase","1","1","1","1","3538","395","1","","1208","1208","1208","","PPGGGBPO_03324"
"group_1397","","hypothetical protein","1","1","1","1","1138","28","1","","638","638","638","","PPGGGBPO_03481"
"group_1398","","hypothetical protein","1","1","1","1","1140","17","1","","239","239","239","","PPGGGBPO_03496"
"group_1399","","hypothetical protein","1","1","1","1","1161","2","1","","176","176","176","","PPGGGBPO_03500"
"ata_2","","Adhesin Ata autotransporter","1","1","1","1","3540","332","2","","1577","1577","1577","JPHAALHC_03061",""
"group_1400","cysNC_1","Bifunctional enzyme CysN/CysC","1","1","1","1","1152","325","2","","1925","1925","1925","","PPGGGBPO_03509"
"group_1401","","hypothetical protein","1","1","1","1","1151","325","1","","635","635","635","","PPGGGBPO_03510"
"group_1402","","hypothetical protein","1","1","1","1","2278","139","1","","566","566","566","","PPGGGBPO_03526"
"group_1403","","hypothetical protein","1","1","1","1","2301","227","1","","401","401","401","","PPGGGBPO_03534"
"group_1404","","hypothetical protein","1","1","1","1","2277","181","1","","893","893","893","","PPGGGBPO_03536"
"group_1405","","hypothetical protein","1","1","1","1","2308","263","2","","257","257","257","","PPGGGBPO_03539"
"group_1406","","hypothetical protein","1","1","1","1","2307","263","1","","239","239","239","","PPGGGBPO_03540"
"group_1407","","hypothetical protein","1","1","1","1","2313","319","2","","167","167","167","","PPGGGBPO_03542"
"group_1408","","hypothetical protein","1","1","1","1","2314","319","1","","176","176","176","","PPGGGBPO_03543"
"group_1409","","hypothetical protein","1","1","1","1","2274","73","1","","239","239","239","","PPGGGBPO_03545"
"group_1410","todT_1","Response regulator protein TodT","1","1","1","1","2266","356","2","","554","554","554","","PPGGGBPO_03550"
"tdiR","","Transcriptional regulatory protein TdiR","1","1","1","1","2267","356","3","","383","383","383","","PPGGGBPO_03551"
"atsA_2","","Arylsulfatase","1","1","1","1","2268","356","4","","1637","1637","1637","","PPGGGBPO_03552"
"group_1413","","hypothetical protein","1","1","1","1","2269","356","1","","560","560","560","","PPGGGBPO_03553"
"cseB_2","","Transcriptional regulatory protein CseB","1","1","1","1","2329","160","1","","722","722","722","","PPGGGBPO_03562"
"group_1415","","hypothetical protein","1","1","1","1","2332","238","1","","920","920","920","","PPGGGBPO_03564"
"vapC_6","","tRNA(fMet)-specific endonuclease VapC","1","1","1","1","2338","360","3","","404","404","404","","PPGGGBPO_03570"
"group_1417","","hypothetical protein","1","1","1","1","2339","360","4","","269","269","269","","PPGGGBPO_03571"
"group_1418","","hypothetical protein","1","1","1","1","2415","96","1","","302","302","302","","PPGGGBPO_03573"
"group_1419","","hypothetical protein","1","1","1","1","2420","326","2","","125","125","125","","PPGGGBPO_03577"
"group_1420","","hypothetical protein","1","1","1","1","2421","326","3","","296","296","296","","PPGGGBPO_03578"
"group_1421","","Blue-light-activated histidine kinase 1","1","1","1","1","2260","417","1","","1199","1199","1199","","PPGGGBPO_03580"
"group_1422","","hypothetical protein","1","1","1","1","2259","417","2","","755","755","755","","PPGGGBPO_03581"
"mco","","Multicopper oxidase mco","1","1","1","1","2258","417","3","","428","428","428","","PPGGGBPO_03582"
"group_1424","","hypothetical protein","1","1","1","1","2257","417","4","","455","455","455","","PPGGGBPO_03583"
"copZ_1","","Copper chaperone CopZ","1","1","1","1","2256","417","5","","221","221","221","","PPGGGBPO_03584"
"group_1426","","hypothetical protein","1","1","1","1","2255","417","6","","506","506","506","","PPGGGBPO_03585"
"group_1427","","hypothetical protein","1","1","1","1","2254","417","7","","425","425","425","","PPGGGBPO_03586"
"actP_1","","Copper-transporting P-type ATPase","1","1","1","1","2253","417","8","","2480","2480","2480","","PPGGGBPO_03587"
"hmrR_3","","HTH-type transcriptional regulator HmrR","1","1","1","1","2252","417","9","","416","416","416","","PPGGGBPO_03588"
"oatA_1","","O-acetyltransferase OatA","1","1","1","1","2251","417","10","","1121","1121","1121","","PPGGGBPO_03589"
"group_1431","","hypothetical protein","1","1","1","1","2250","417","11","","179","179","179","","PPGGGBPO_03590"
"group_1432","","hypothetical protein","1","1","1","1","2249","417","39","","362","362","362","","PPGGGBPO_03591"
"group_1433","","hypothetical protein","1","1","1","1","2248","417","38","","566","566","566","","PPGGGBPO_03592"
"group_1434","","hypothetical protein","1","1","1","1","2247","417","37","","422","422","422","","PPGGGBPO_03593"
"group_1435","","hypothetical protein","1","1","1","1","2246","417","36","","176","176","176","","PPGGGBPO_03594"
"group_1436","","hypothetical protein","1","1","1","1","2243","417","33","","176","176","176","","PPGGGBPO_03597"
"group_1437","","hypothetical protein","1","1","1","1","2242","417","32","","380","380","380","","PPGGGBPO_03598"
"group_1438","","hypothetical protein","1","1","1","1","2241","417","31","","227","227","227","","PPGGGBPO_03599"
"group_1439","","hypothetical protein","1","1","1","1","2240","417","30","","1466","1466","1466","","PPGGGBPO_03600"
"group_1440","copA_2","Copper resistance protein A","1","1","1","1","2239","417","29","","1349","1349","1349","","PPGGGBPO_03601"
"group_1441","","Auracyanin-B","1","1","1","1","2238","417","28","","479","479","479","","PPGGGBPO_03602"
"group_1442","","hypothetical protein","1","1","1","1","2237","417","27","","284","284","284","","PPGGGBPO_03603"
"group_1443","","hypothetical protein","1","1","1","1","2236","417","26","","287","287","287","","PPGGGBPO_03604"
"group_1444","cyaA_8","Adenylate cyclase 1","1","1","1","1","2235","417","25","","1067","1067","1067","","PPGGGBPO_03605"
"group_1445","","hypothetical protein","1","1","1","1","2234","417","24","","362","362","362","","PPGGGBPO_03606"
"group_1446","","hypothetical protein","1","1","1","1","2233","417","23","","545","545","545","","PPGGGBPO_03607"
"group_1447","","hypothetical protein","1","1","1","1","2232","417","22","","431","431","431","","PPGGGBPO_03608"
"group_1448","","hypothetical protein","1","1","1","1","2231","417","21","","410","410","410","","PPGGGBPO_03609"
"bigR_2","","Biofilm growth-associated repressor","1","1","1","1","2230","417","20","","341","341","341","","PPGGGBPO_03610"
"blh_3","","Beta-lactamase hydrolase-like protein","1","1","1","1","2229","417","19","","1298","1298","1298","","PPGGGBPO_03611"
"group_1451","","hypothetical protein","1","1","1","1","2228","417","18","","452","452","452","","PPGGGBPO_03612"
"group_1452","","hypothetical protein","1","1","1","1","2227","417","17","","1367","1367","1367","","PPGGGBPO_03613"
"group_1453","","hypothetical protein","1","1","1","1","2226","417","16","","779","779","779","","PPGGGBPO_03614"
"group_1454","","hypothetical protein","1","1","1","1","2225","417","15","","251","251","251","","PPGGGBPO_03615"
"group_1455","","hypothetical protein","1","1","1","1","2224","417","14","","788","788","788","","PPGGGBPO_03616"
"crp_2","","CRP-like cAMP-activated global transcriptional regulator","1","1","1","1","2223","417","13","","704","704","704","","PPGGGBPO_03617"
"group_1457","","hypothetical protein","1","1","1","1","2222","417","12","","119","119","119","","PPGGGBPO_03618"
"sutR_2","","HTH-type transcriptional regulator SutR","1","1","1","1","1276","421","1","","584","584","584","","PPGGGBPO_03621"
"group_1459","","Immunogenic protein MPT70","1","1","1","1","1275","421","2","","482","482","482","","PPGGGBPO_03622"
"group_1460","","hypothetical protein","1","1","1","1","1274","421","3","","224","224","224","","PPGGGBPO_03623"
"tspO","","Tryptophan-rich sensory protein","1","1","1","1","1273","421","4","","542","542","542","","PPGGGBPO_03624"
"group_1462","","hypothetical protein","1","1","1","1","1272","421","5","","161","161","161","","PPGGGBPO_03625"
"group_1463","","hypothetical protein","1","1","1","1","1271","421","6","","215","215","215","","PPGGGBPO_03626"
"group_1464","","hypothetical protein","1","1","1","1","1270","421","7","","620","620","620","","PPGGGBPO_03627"
"xpkA_2","","Xylulose-5-phosphate phosphoketolase","1","1","1","1","1269","421","8","","2375","2375","2375","","PPGGGBPO_03628"
